IdEmpresa,NomeFinal,DataFechamento,IdConta,CodigoConta,ContaDescricao,ValorPadronizado
9792,APB Automação,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,858727.0
9792,APB Automação,2020-12-31,375,3.18,Lucro/Prejuízo do período,-1793833.0
9792,APB Automação,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,-2567963.0
9792,APB Automação,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,94376.0
9792,APB Automação,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,2349066.0
69,Apec Veículos,2023-12-31,55,1,Ativo total,25985000.0
69,Apec Veículos,2023-12-31,56,1.01,Ativo circulante,15334000.0
69,Apec Veículos,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,1724000.0
69,Apec Veículos,2023-12-31,103,1.02,Ativo não circulante,10651000.0
69,Apec Veículos,2023-12-31,178,2.01,Passivo circulante,7021000.0
69,Apec Veículos,2023-12-31,230,2.02,Passivo não circulante,6315000.0
69,Apec Veículos,2023-12-31,286,2.03,Patrimônio líquido,12649000.0
69,Apec Veículos,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,45513000.0
69,Apec Veículos,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-39124000.0
69,Apec Veículos,2023-12-31,335,3.06,Despesas/Receitas operacionais,-3934000.0
69,Apec Veículos,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,2455000.0
69,Apec Veículos,2023-12-31,375,3.18,Lucro/Prejuízo do período,2382000.0
69,Apec Veículos,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,524000.0
69,Apec Veículos,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-935000.0
69,Apec Veículos,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,1654000.0
69,Apec Veículos,2022-12-31,55,1,Ativo total,23130000.0
69,Apec Veículos,2022-12-31,56,1.01,Ativo circulante,10537000.0
69,Apec Veículos,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,373000.0
69,Apec Veículos,2022-12-31,103,1.02,Ativo não circulante,12593000.0
69,Apec Veículos,2022-12-31,178,2.01,Passivo circulante,8625000.0
69,Apec Veículos,2022-12-31,230,2.02,Passivo não circulante,149000.0
69,Apec Veículos,2022-12-31,286,2.03,Patrimônio líquido,14356000.0
69,Apec Veículos,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,50060000.0
69,Apec Veículos,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-42829000.0
69,Apec Veículos,2022-12-31,335,3.06,Despesas/Receitas operacionais,-4093000.0
69,Apec Veículos,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,3138000.0
69,Apec Veículos,2022-12-31,375,3.18,Lucro/Prejuízo do período,1694000.0
69,Apec Veículos,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,-1759000.0
69,Apec Veículos,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,769000.0
69,Apec Veículos,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,305000.0
69,Apec Veículos,2021-12-31,55,1,Ativo total,32871000.0
69,Apec Veículos,2021-12-31,56,1.01,Ativo circulante,17889000.0
69,Apec Veículos,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,1166000.0
69,Apec Veículos,2021-12-31,103,1.02,Ativo não circulante,14982000.0
69,Apec Veículos,2021-12-31,178,2.01,Passivo circulante,17476000.0
69,Apec Veículos,2021-12-31,230,2.02,Passivo não circulante,1150000.0
69,Apec Veículos,2021-12-31,286,2.03,Patrimônio líquido,14245000.0
69,Apec Veículos,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,101182000.0
69,Apec Veículos,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-89323000.0
69,Apec Veículos,2021-12-31,335,3.06,Despesas/Receitas operacionais,-10284000.0
69,Apec Veículos,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,1575000.0
69,Apec Veículos,2021-12-31,375,3.18,Lucro/Prejuízo do período,291000.0
69,Apec Veículos,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,-2292000.0
69,Apec Veículos,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-571000.0
69,Apec Veículos,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,424000.0
69,Apec Veículos,2020-12-31,55,1,Ativo total,27773533.0
69,Apec Veículos,2020-12-31,56,1.01,Ativo circulante,12261770.0
69,Apec Veículos,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,3603994.0
69,Apec Veículos,2020-12-31,103,1.02,Ativo não circulante,15511763.0
69,Apec Veículos,2020-12-31,178,2.01,Passivo circulante,12898699.0
69,Apec Veículos,2020-12-31,230,2.02,Passivo não circulante,1086071.0
69,Apec Veículos,2020-12-31,286,2.03,Patrimônio líquido,13788763.0
69,Apec Veículos,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,72844273.0
69,Apec Veículos,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-63325388.0
69,Apec Veículos,2020-12-31,335,3.06,Despesas/Receitas operacionais,-8471059.0
69,Apec Veículos,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,1047826.0
69,Apec Veículos,2020-12-31,375,3.18,Lucro/Prejuízo do período,404668.0
69,Apec Veículos,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,11941427.0
69,Apec Veículos,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-5693543.0
69,Apec Veículos,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,-4276358.0
12748,Aramis,2023-12-31,55,1,Ativo total,372274000.0
12748,Aramis,2023-12-31,56,1.01,Ativo circulante,272439000.0
12748,Aramis,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,41988000.0
12748,Aramis,2023-12-31,103,1.02,Ativo não circulante,99835000.0
12748,Aramis,2023-12-31,178,2.01,Passivo circulante,116959000.0
12748,Aramis,2023-12-31,230,2.02,Passivo não circulante,35836000.0
12748,Aramis,2023-12-31,286,2.03,Patrimônio líquido,219479000.0
12748,Aramis,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,474530000.0
12748,Aramis,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-147713000.0
12748,Aramis,2023-12-31,335,3.06,Despesas/Receitas operacionais,-252544000.0
12748,Aramis,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,74273000.0
12748,Aramis,2023-12-31,375,3.18,Lucro/Prejuízo do período,53831000.0
12748,Aramis,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,88074000.0
12748,Aramis,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-8313000.0
12748,Aramis,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-48980000.0
12748,Aramis,2022-12-31,55,1,Ativo total,344291000.0
12748,Aramis,2022-12-31,56,1.01,Ativo circulante,236704000.0
12748,Aramis,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,11171000.0
12748,Aramis,2022-12-31,103,1.02,Ativo não circulante,107587000.0
12748,Aramis,2022-12-31,178,2.01,Passivo circulante,111586000.0
12748,Aramis,2022-12-31,230,2.02,Passivo não circulante,51033000.0
12748,Aramis,2022-12-31,286,2.03,Patrimônio líquido,181672000.0
12748,Aramis,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,404658000.0
12748,Aramis,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-127030000.0
12748,Aramis,2022-12-31,335,3.06,Despesas/Receitas operacionais,-222629000.0
12748,Aramis,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,54999000.0
12748,Aramis,2022-12-31,375,3.18,Lucro/Prejuízo do período,39678000.0
12748,Aramis,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,18403000.0
12748,Aramis,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-13668000.0
12748,Aramis,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,-37341000.0
12748,Aramis,2021-12-31,55,1,Ativo total,297619000.0
12748,Aramis,2021-12-31,56,1.01,Ativo circulante,195022000.0
12748,Aramis,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,43777000.0
12748,Aramis,2021-12-31,103,1.02,Ativo não circulante,102597000.0
12748,Aramis,2021-12-31,178,2.01,Passivo circulante,82740000.0
12748,Aramis,2021-12-31,230,2.02,Passivo não circulante,56923000.0
12748,Aramis,2021-12-31,286,2.03,Patrimônio líquido,157956000.0
12748,Aramis,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,296713000.0
12748,Aramis,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-96926000.0
12748,Aramis,2021-12-31,335,3.06,Despesas/Receitas operacionais,-158949000.0
12748,Aramis,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,40838000.0
12748,Aramis,2021-12-31,375,3.18,Lucro/Prejuízo do período,37719000.0
12748,Aramis,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,44329000.0
12748,Aramis,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-5805000.0
12748,Aramis,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,-39043000.0
12748,Aramis,2020-12-31,55,1,Ativo total,249996000.0
12748,Aramis,2020-12-31,56,1.01,Ativo circulante,166288000.0
12748,Aramis,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,44296000.0
12748,Aramis,2020-12-31,103,1.02,Ativo não circulante,83708000.0
12748,Aramis,2020-12-31,178,2.01,Passivo circulante,66086000.0
12748,Aramis,2020-12-31,230,2.02,Passivo não circulante,42974000.0
12748,Aramis,2020-12-31,286,2.03,Patrimônio líquido,140936000.0
12748,Aramis,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,179516000.0
12748,Aramis,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-57805000.0
12748,Aramis,2020-12-31,335,3.06,Despesas/Receitas operacionais,-109241000.0
12748,Aramis,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,12470000.0
12748,Aramis,2020-12-31,375,3.18,Lucro/Prejuízo do período,13743000.0
12748,Aramis,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,18526000.0
12748,Aramis,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-4087000.0
12748,Aramis,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,6871000.0
16539,Araujo Drogaria Drugstore,2023-12-31,55,1,Ativo total,1619533000.0
16539,Araujo Drogaria Drugstore,2023-12-31,56,1.01,Ativo circulante,1123562000.0
16539,Araujo Drogaria Drugstore,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,114413000.0
16539,Araujo Drogaria Drugstore,2023-12-31,103,1.02,Ativo não circulante,495971000.0
16539,Araujo Drogaria Drugstore,2023-12-31,178,2.01,Passivo circulante,640046000.0
16539,Araujo Drogaria Drugstore,2023-12-31,230,2.02,Passivo não circulante,9407000.0
16539,Araujo Drogaria Drugstore,2023-12-31,286,2.03,Patrimônio líquido,970080000.0
16539,Araujo Drogaria Drugstore,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,3600464000.0
16539,Araujo Drogaria Drugstore,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-2354950000.0
16539,Araujo Drogaria Drugstore,2023-12-31,335,3.06,Despesas/Receitas operacionais,-1061438000.0
16539,Araujo Drogaria Drugstore,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,184076000.0
16539,Araujo Drogaria Drugstore,2023-12-31,375,3.18,Lucro/Prejuízo do período,165702000.0
16539,Araujo Drogaria Drugstore,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,131084000.0
16539,Araujo Drogaria Drugstore,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-76341000.0
16539,Araujo Drogaria Drugstore,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-51847000.0
16539,Araujo Drogaria Drugstore,2022-12-31,55,1,Ativo total,1440511000.0
16539,Araujo Drogaria Drugstore,2022-12-31,56,1.01,Ativo circulante,1002617000.0
16539,Araujo Drogaria Drugstore,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,111517000.0
16539,Araujo Drogaria Drugstore,2022-12-31,103,1.02,Ativo não circulante,437894000.0
16539,Araujo Drogaria Drugstore,2022-12-31,178,2.01,Passivo circulante,574482000.0
16539,Araujo Drogaria Drugstore,2022-12-31,230,2.02,Passivo não circulante,9804000.0
16539,Araujo Drogaria Drugstore,2022-12-31,286,2.03,Patrimônio líquido,856225000.0
16539,Araujo Drogaria Drugstore,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,3087151000.0
16539,Araujo Drogaria Drugstore,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-2004468000.0
16539,Araujo Drogaria Drugstore,2022-12-31,335,3.06,Despesas/Receitas operacionais,-904631000.0
16539,Araujo Drogaria Drugstore,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,178052000.0
16539,Araujo Drogaria Drugstore,2022-12-31,375,3.18,Lucro/Prejuízo do período,150476000.0
16539,Araujo Drogaria Drugstore,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,72332000.0
16539,Araujo Drogaria Drugstore,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-84663000.0
16539,Araujo Drogaria Drugstore,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,3082000.0
16539,Araujo Drogaria Drugstore,2021-12-31,55,1,Ativo total,1195161000.0
16539,Araujo Drogaria Drugstore,2021-12-31,56,1.01,Ativo circulante,790054000.0
16539,Araujo Drogaria Drugstore,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,120766000.0
16539,Araujo Drogaria Drugstore,2021-12-31,103,1.02,Ativo não circulante,405107000.0
16539,Araujo Drogaria Drugstore,2021-12-31,178,2.01,Passivo circulante,429651000.0
16539,Araujo Drogaria Drugstore,2021-12-31,230,2.02,Passivo não circulante,12843000.0
16539,Araujo Drogaria Drugstore,2021-12-31,286,2.03,Patrimônio líquido,752667000.0
16539,Araujo Drogaria Drugstore,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,2587593000.0
16539,Araujo Drogaria Drugstore,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-1655087000.0
16539,Araujo Drogaria Drugstore,2021-12-31,335,3.06,Despesas/Receitas operacionais,-786430000.0
16539,Araujo Drogaria Drugstore,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,146076000.0
16539,Araujo Drogaria Drugstore,2021-12-31,375,3.18,Lucro/Prejuízo do período,129641000.0
16539,Araujo Drogaria Drugstore,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,80000000.0
16539,Araujo Drogaria Drugstore,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-78501000.0
16539,Araujo Drogaria Drugstore,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,-39779000.0
16539,Araujo Drogaria Drugstore,2020-12-31,55,1,Ativo total,1051554000.0
16539,Araujo Drogaria Drugstore,2020-12-31,56,1.01,Ativo circulante,716320000.0
16539,Araujo Drogaria Drugstore,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,159046000.0
16539,Araujo Drogaria Drugstore,2020-12-31,103,1.02,Ativo não circulante,335234000.0
16539,Araujo Drogaria Drugstore,2020-12-31,178,2.01,Passivo circulante,381743000.0
16539,Araujo Drogaria Drugstore,2020-12-31,230,2.02,Passivo não circulante,8949000.0
16539,Araujo Drogaria Drugstore,2020-12-31,286,2.03,Patrimônio líquido,660862000.0
16539,Araujo Drogaria Drugstore,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,2239370000.0
16539,Araujo Drogaria Drugstore,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-1453619000.0
16539,Araujo Drogaria Drugstore,2020-12-31,335,3.06,Despesas/Receitas operacionais,-650206000.0
16539,Araujo Drogaria Drugstore,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,135545000.0
16539,Araujo Drogaria Drugstore,2020-12-31,375,3.18,Lucro/Prejuízo do período,113131000.0
16539,Araujo Drogaria Drugstore,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,188838000.0
16539,Araujo Drogaria Drugstore,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-70004000.0
16539,Araujo Drogaria Drugstore,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,-30043000.0
8864,Arcelormittal Pecém,2023-12-31,55,1,Ativo total,15526582000.0
8864,Arcelormittal Pecém,2023-12-31,56,1.01,Ativo circulante,4030291000.0
8864,Arcelormittal Pecém,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,449288000.0
8864,Arcelormittal Pecém,2023-12-31,103,1.02,Ativo não circulante,11496291000.0
8864,Arcelormittal Pecém,2023-12-31,178,2.01,Passivo circulante,1610338000.0
8864,Arcelormittal Pecém,2023-12-31,230,2.02,Passivo não circulante,357038000.0
8864,Arcelormittal Pecém,2023-12-31,286,2.03,Patrimônio líquido,13559206000.0
8864,Arcelormittal Pecém,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,10763488000.0
8864,Arcelormittal Pecém,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-9203920000.0
8864,Arcelormittal Pecém,2023-12-31,335,3.06,Despesas/Receitas operacionais,-95985000.0
8864,Arcelormittal Pecém,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,1463583000.0
8864,Arcelormittal Pecém,2023-12-31,375,3.18,Lucro/Prejuízo do período,-1341385000.0
8864,Arcelormittal Pecém,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,287268000.0
8864,Arcelormittal Pecém,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-447464000.0
8864,Arcelormittal Pecém,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-1325549000.0
8864,Arcelormittal Pecém,2022-12-31,55,1,Ativo total,18449656000.0
8864,Arcelormittal Pecém,2022-12-31,56,1.01,Ativo circulante,4316018000.0
8864,Arcelormittal Pecém,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,1935033000.0
8864,Arcelormittal Pecém,2022-12-31,103,1.02,Ativo não circulante,14133638000.0
8864,Arcelormittal Pecém,2022-12-31,178,2.01,Passivo circulante,2563703000.0
8864,Arcelormittal Pecém,2022-12-31,230,2.02,Passivo não circulante,12783183000.0
8864,Arcelormittal Pecém,2022-12-31,286,2.03,Patrimônio líquido,3102770000.0
8864,Arcelormittal Pecém,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,12392433000.0
8864,Arcelormittal Pecém,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-10298019000.0
8864,Arcelormittal Pecém,2022-12-31,335,3.06,Despesas/Receitas operacionais,-132071000.0
8864,Arcelormittal Pecém,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,1962343000.0
8864,Arcelormittal Pecém,2022-12-31,375,3.18,Lucro/Prejuízo do período,1998377000.0
8864,Arcelormittal Pecém,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,1823541000.0
8864,Arcelormittal Pecém,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-168399000.0
8864,Arcelormittal Pecém,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,-458042000.0
8864,Arcelormittal Pecém,2021-12-31,55,1,Ativo total,17752566000.0
8864,Arcelormittal Pecém,2021-12-31,56,1.01,Ativo circulante,3156645000.0
8864,Arcelormittal Pecém,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,737933000.0
8864,Arcelormittal Pecém,2021-12-31,103,1.02,Ativo não circulante,14595921000.0
8864,Arcelormittal Pecém,2021-12-31,178,2.01,Passivo circulante,2442774000.0
8864,Arcelormittal Pecém,2021-12-31,230,2.02,Passivo não circulante,14205399000.0
8864,Arcelormittal Pecém,2021-12-31,286,2.03,Patrimônio líquido,1104393000.0
8864,Arcelormittal Pecém,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,12097267000.0
8864,Arcelormittal Pecém,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-8580650000.0
8864,Arcelormittal Pecém,2021-12-31,335,3.06,Despesas/Receitas operacionais,-224889000.0
8864,Arcelormittal Pecém,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,3291728000.0
8864,Arcelormittal Pecém,2021-12-31,375,3.18,Lucro/Prejuízo do período,3075470000.0
8864,Arcelormittal Pecém,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,2304217000.0
8864,Arcelormittal Pecém,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-271610000.0
8864,Arcelormittal Pecém,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,-1726578000.0
8864,Arcelormittal Pecém,2020-12-31,55,1,Ativo total,15021050000.0
8864,Arcelormittal Pecém,2020-12-31,56,1.01,Ativo circulante,1799972000.0
8864,Arcelormittal Pecém,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,393896000.0
8864,Arcelormittal Pecém,2020-12-31,103,1.02,Ativo não circulante,13221078000.0
8864,Arcelormittal Pecém,2020-12-31,178,2.01,Passivo circulante,3834261000.0
8864,Arcelormittal Pecém,2020-12-31,230,2.02,Passivo não circulante,13630993000.0
8864,Arcelormittal Pecém,2020-12-31,286,2.03,Patrimônio líquido,-2444204000.0
8864,Arcelormittal Pecém,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,6067223000.0
8864,Arcelormittal Pecém,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-5379493000.0
8864,Arcelormittal Pecém,2020-12-31,335,3.06,Despesas/Receitas operacionais,-605895000.0
8864,Arcelormittal Pecém,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,81835000.0
8864,Arcelormittal Pecém,2020-12-31,375,3.18,Lucro/Prejuízo do período,-2700244000.0
8864,Arcelormittal Pecém,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,263934000.0
8864,Arcelormittal Pecém,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-1248897000.0
8864,Arcelormittal Pecém,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,1009788000.0
5732,Arcom,2023-12-31,55,1,Ativo total,995751000.0
5732,Arcom,2023-12-31,56,1.01,Ativo circulante,754044000.0
5732,Arcom,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,29601000.0
5732,Arcom,2023-12-31,103,1.02,Ativo não circulante,241707000.0
5732,Arcom,2023-12-31,178,2.01,Passivo circulante,347925000.0
5732,Arcom,2023-12-31,230,2.02,Passivo não circulante,23780000.0
5732,Arcom,2023-12-31,286,2.03,Patrimônio líquido,624046000.0
5732,Arcom,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1314372000.0
5732,Arcom,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-869931000.0
5732,Arcom,2023-12-31,335,3.06,Despesas/Receitas operacionais,-434733000.0
5732,Arcom,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,9708000.0
5732,Arcom,2023-12-31,375,3.18,Lucro/Prejuízo do período,28576000.0
5732,Arcom,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,76987000.0
5732,Arcom,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-6134000.0
5732,Arcom,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-59274000.0
5732,Arcom,2022-12-31,55,1,Ativo total,1087922000.0
5732,Arcom,2022-12-31,56,1.01,Ativo circulante,801072000.0
5732,Arcom,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,18022000.0
5732,Arcom,2022-12-31,103,1.02,Ativo não circulante,286850000.0
5732,Arcom,2022-12-31,178,2.01,Passivo circulante,450441000.0
5732,Arcom,2022-12-31,230,2.02,Passivo não circulante,19760000.0
5732,Arcom,2022-12-31,286,2.03,Patrimônio líquido,617721000.0
5732,Arcom,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1449723000.0
5732,Arcom,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-947098000.0
5732,Arcom,2022-12-31,335,3.06,Despesas/Receitas operacionais,-426408000.0
5732,Arcom,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,76217000.0
5732,Arcom,2022-12-31,375,3.18,Lucro/Prejuízo do período,78145000.0
5732,Arcom,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,113665000.0
5732,Arcom,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-2994000.0
5732,Arcom,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,-99736000.0
5732,Arcom,2021-12-31,55,1,Ativo total,1069973000.0
5732,Arcom,2021-12-31,56,1.01,Ativo circulante,683189000.0
5732,Arcom,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,7087000.0
5732,Arcom,2021-12-31,103,1.02,Ativo não circulante,386784000.0
5732,Arcom,2021-12-31,178,2.01,Passivo circulante,432183000.0
5732,Arcom,2021-12-31,230,2.02,Passivo não circulante,59590000.0
5732,Arcom,2021-12-31,286,2.03,Patrimônio líquido,578200000.0
5732,Arcom,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1434724000.0
5732,Arcom,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-968768000.0
5732,Arcom,2021-12-31,335,3.06,Despesas/Receitas operacionais,-378683000.0
5732,Arcom,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,87273000.0
5732,Arcom,2021-12-31,375,3.18,Lucro/Prejuízo do período,26224000.0
5732,Arcom,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,21242000.0
5732,Arcom,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-10608000.0
5732,Arcom,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,-90147000.0
5732,Arcom,2020-12-31,55,1,Ativo total,1118683000.0
5732,Arcom,2020-12-31,56,1.01,Ativo circulante,671132000.0
5732,Arcom,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,86600000.0
5732,Arcom,2020-12-31,103,1.02,Ativo não circulante,447551000.0
5732,Arcom,2020-12-31,178,2.01,Passivo circulante,367984000.0
5732,Arcom,2020-12-31,230,2.02,Passivo não circulante,315632000.0
5732,Arcom,2020-12-31,286,2.03,Patrimônio líquido,435067000.0
5732,Arcom,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1504931000.0
5732,Arcom,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-1001714000.0
5732,Arcom,2020-12-31,335,3.06,Despesas/Receitas operacionais,-348662000.0
5732,Arcom,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,154555000.0
5732,Arcom,2020-12-31,375,3.18,Lucro/Prejuízo do período,135392000.0
5732,Arcom,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,187428000.0
5732,Arcom,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-1310000.0
5732,Arcom,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,-137892000.0
1273,Armazém Paraíba,2023-12-31,55,1,Ativo total,1412059000.0
1273,Armazém Paraíba,2023-12-31,56,1.01,Ativo circulante,1108201000.0
1273,Armazém Paraíba,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,449125000.0
1273,Armazém Paraíba,2023-12-31,103,1.02,Ativo não circulante,303858000.0
1273,Armazém Paraíba,2023-12-31,178,2.01,Passivo circulante,453644000.0
1273,Armazém Paraíba,2023-12-31,230,2.02,Passivo não circulante,53211000.0
1273,Armazém Paraíba,2023-12-31,286,2.03,Patrimônio líquido,905204000.0
1273,Armazém Paraíba,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,240105000.0
